2024-05-13 21:52:38,134 INFO    StreamThr :2753163 [internal.py:wandb_internal():88] W&B internal server running at pid: 2753163, started at: 2024-05-13 21:52:38.131625
2024-05-13 21:52:38,135 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: status
2024-05-13 21:52:38,164 INFO    WriterThread:2753163 [datastore.py:open_for_write():87] open: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_215238-4z6wsx42/run-4z6wsx42.wandb
2024-05-13 21:52:38,168 DEBUG   SenderThread:2753163 [sender.py:send():378] send: header
2024-05-13 21:52:38,196 DEBUG   SenderThread:2753163 [sender.py:send():378] send: run
2024-05-13 21:52:38,478 INFO    SenderThread:2753163 [dir_watcher.py:__init__():211] watching files in: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_215238-4z6wsx42/files
2024-05-13 21:52:38,479 INFO    SenderThread:2753163 [sender.py:_start_run_threads():1126] run started: 4z6wsx42 with start time 1715651558.138728
2024-05-13 21:52:38,496 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: check_version
2024-05-13 21:52:38,496 DEBUG   SenderThread:2753163 [sender.py:send_request():405] send_request: check_version
2024-05-13 21:52:38,598 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: run_start
2024-05-13 21:52:38,630 DEBUG   HandlerThread:2753163 [system_info.py:__init__():26] System info init
2024-05-13 21:52:38,631 DEBUG   HandlerThread:2753163 [system_info.py:__init__():41] System info init done
2024-05-13 21:52:38,631 INFO    HandlerThread:2753163 [system_monitor.py:start():194] Starting system monitor
2024-05-13 21:52:38,631 INFO    SystemMonitor:2753163 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-13 21:52:38,631 INFO    HandlerThread:2753163 [system_monitor.py:probe():214] Collecting system info
2024-05-13 21:52:38,640 INFO    SystemMonitor:2753163 [interfaces.py:start():188] Started cpu monitoring
2024-05-13 21:52:38,641 INFO    SystemMonitor:2753163 [interfaces.py:start():188] Started disk monitoring
2024-05-13 21:52:38,642 INFO    SystemMonitor:2753163 [interfaces.py:start():188] Started gpu monitoring
2024-05-13 21:52:38,643 INFO    SystemMonitor:2753163 [interfaces.py:start():188] Started memory monitoring
2024-05-13 21:52:38,643 INFO    SystemMonitor:2753163 [interfaces.py:start():188] Started network monitoring
2024-05-13 21:52:38,646 DEBUG   HandlerThread:2753163 [system_info.py:probe():150] Probing system
2024-05-13 21:52:38,654 DEBUG   HandlerThread:2753163 [system_info.py:_probe_git():135] Probing git
2024-05-13 21:52:38,688 DEBUG   HandlerThread:2753163 [system_info.py:_probe_git():143] Probing git done
2024-05-13 21:52:38,688 DEBUG   HandlerThread:2753163 [system_info.py:probe():198] Probing system done
2024-05-13 21:52:38,688 DEBUG   HandlerThread:2753163 [system_monitor.py:probe():223] {'os': 'Linux-4.18.0-513.24.1.el8_9.x86_64-x86_64-with-redhat-8.9-Ootpa', 'python': '3.7.16', 'heartbeatAt': '2024-05-14T01:52:38.646239', 'startedAt': '2024-05-14T01:52:38.078534', 'docker': None, 'cuda': None, 'args': ('--config=mappo', '--env-config=gymma', 'with', 'env_args.time_limit=50', 'env_args.key=lbforaging:Foraging-8x8-3p-3f-v2'), 'state': 'running', 'program': 'src/main.py', 'codePathLocal': 'src/main.py', 'codePath': 'src/main.py', 'git': {'remote': 'https://github.com/uoe-agents/epymarl.git', 'commit': '4b743a8e038e5e6953b018d99ca00c07e612a2f0'}, 'email': None, 'root': '/fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl', 'host': 'legacygpu07.umiacs.umd.edu', 'username': 'saptab1', 'executable': '/fs/cml-projects/MARL/saptab1/anaconda3/envs/marl_cc/bin/python3', 'cpu_count': 20, 'cpu_count_logical': 20, 'cpu_freq': {'current': 2901.2319500000003, 'min': 3000.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 2753.602, 'min': 3000.0, 'max': 3000.0}, {'current': 2753.608, 'min': 3000.0, 'max': 3000.0}, {'current': 2753.612, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 2699.648, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 2699.661, 'min': 3000.0, 'max': 3000.0}, {'current': 2664.852, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}, {'current': 2699.656, 'min': 3000.0, 'max': 3000.0}, {'current': 3000.0, 'min': 3000.0, 'max': 3000.0}], 'disk': {'/': {'total': 39.043426513671875, 'used': 11.43496322631836}}, 'gpu': 'NVIDIA GeForce GTX TITAN X', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX TITAN X', 'memory_total': 12884901888}], 'memory': {'total': 251.25542449951172}}
2024-05-13 21:52:38,689 INFO    HandlerThread:2753163 [system_monitor.py:probe():224] Finished collecting system info
2024-05-13 21:52:38,689 INFO    HandlerThread:2753163 [system_monitor.py:probe():227] Publishing system info
2024-05-13 21:52:38,689 DEBUG   HandlerThread:2753163 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-05-13 21:52:39,482 INFO    Thread-12 :2753163 [dir_watcher.py:_on_file_created():271] file/dir created: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_215238-4z6wsx42/files/conda-environment.yaml
2024-05-13 21:52:45,981 DEBUG   HandlerThread:2753163 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-13 21:52:45,985 INFO    HandlerThread:2753163 [system_monitor.py:probe():229] Finished publishing system info
2024-05-13 21:52:46,000 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: status_report
2024-05-13 21:52:46,000 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: keepalive
2024-05-13 21:52:46,001 DEBUG   SenderThread:2753163 [sender.py:send():378] send: files
2024-05-13 21:52:46,001 INFO    SenderThread:2753163 [sender.py:_save_file():1389] saving file wandb-metadata.json with policy now
2024-05-13 21:52:46,159 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: python_packages
2024-05-13 21:52:46,159 DEBUG   SenderThread:2753163 [sender.py:send_request():405] send_request: python_packages
2024-05-13 21:52:46,159 DEBUG   HandlerThread:2753163 [handler.py:handle_request():158] handle_request: stop_status
2024-05-13 21:52:46,163 DEBUG   SenderThread:2753163 [sender.py:send_request():405] send_request: stop_status
2024-05-13 21:52:46,260 DEBUG   SenderThread:2753163 [sender.py:send():378] send: telemetry
2024-05-13 21:52:46,271 INFO    wandb-upload_0:2753163 [upload_job.py:push():130] Uploaded file /tmp/tmpz5zi76zmwandb/9bjpke57-wandb-metadata.json
