2024-05-13 20:51:04,239 INFO    StreamThr :2750055 [internal.py:wandb_internal():88] W&B internal server running at pid: 2750055, started at: 2024-05-13 20:51:04.237264
2024-05-13 20:51:04,241 DEBUG   HandlerThread:2750055 [handler.py:handle_request():158] handle_request: status
2024-05-13 20:51:04,268 INFO    WriterThread:2750055 [datastore.py:open_for_write():87] open: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-xvpy36z8/run-xvpy36z8.wandb
2024-05-13 20:51:04,271 DEBUG   SenderThread:2750055 [sender.py:send():378] send: header
2024-05-13 20:51:04,299 DEBUG   SenderThread:2750055 [sender.py:send():378] send: run
2024-05-13 20:51:04,553 INFO    SenderThread:2750055 [dir_watcher.py:__init__():211] watching files in: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-xvpy36z8/files
2024-05-13 20:51:04,553 INFO    SenderThread:2750055 [sender.py:_start_run_threads():1126] run started: xvpy36z8 with start time 1715647864.237678
2024-05-13 20:51:04,573 DEBUG   HandlerThread:2750055 [handler.py:handle_request():158] handle_request: check_version
2024-05-13 20:51:04,573 DEBUG   SenderThread:2750055 [sender.py:send_request():405] send_request: check_version
2024-05-13 20:51:04,678 DEBUG   HandlerThread:2750055 [handler.py:handle_request():158] handle_request: run_start
2024-05-13 20:51:04,711 DEBUG   HandlerThread:2750055 [system_info.py:__init__():26] System info init
2024-05-13 20:51:04,711 DEBUG   HandlerThread:2750055 [system_info.py:__init__():41] System info init done
2024-05-13 20:51:04,711 INFO    HandlerThread:2750055 [system_monitor.py:start():194] Starting system monitor
2024-05-13 20:51:04,711 INFO    SystemMonitor:2750055 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-13 20:51:04,712 INFO    HandlerThread:2750055 [system_monitor.py:probe():214] Collecting system info
2024-05-13 20:51:04,712 INFO    SystemMonitor:2750055 [interfaces.py:start():188] Started cpu monitoring
2024-05-13 20:51:04,713 INFO    SystemMonitor:2750055 [interfaces.py:start():188] Started disk monitoring
