2024-05-13 20:51:04,249 INFO    StreamThr :2750056 [internal.py:wandb_internal():88] W&B internal server running at pid: 2750056, started at: 2024-05-13 20:51:04.247195
2024-05-13 20:51:04,251 DEBUG   HandlerThread:2750056 [handler.py:handle_request():158] handle_request: status
2024-05-13 20:51:04,274 INFO    WriterThread:2750056 [datastore.py:open_for_write():87] open: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-1xboee8e/run-1xboee8e.wandb
2024-05-13 20:51:04,277 DEBUG   SenderThread:2750056 [sender.py:send():378] send: header
2024-05-13 20:51:04,305 DEBUG   SenderThread:2750056 [sender.py:send():378] send: run
2024-05-13 20:51:04,609 INFO    SenderThread:2750056 [dir_watcher.py:__init__():211] watching files in: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-1xboee8e/files
2024-05-13 20:51:04,610 INFO    SenderThread:2750056 [sender.py:_start_run_threads():1126] run started: 1xboee8e with start time 1715647864.247536
2024-05-13 20:51:04,638 DEBUG   HandlerThread:2750056 [handler.py:handle_request():158] handle_request: check_version
2024-05-13 20:51:04,639 DEBUG   SenderThread:2750056 [sender.py:send_request():405] send_request: check_version
2024-05-13 20:51:04,738 DEBUG   HandlerThread:2750056 [handler.py:handle_request():158] handle_request: run_start
2024-05-13 20:51:04,757 DEBUG   HandlerThread:2750056 [system_info.py:__init__():26] System info init
2024-05-13 20:51:04,758 DEBUG   HandlerThread:2750056 [system_info.py:__init__():41] System info init done
2024-05-13 20:51:04,758 INFO    HandlerThread:2750056 [system_monitor.py:start():194] Starting system monitor
2024-05-13 20:51:04,758 INFO    SystemMonitor:2750056 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-13 20:51:04,758 INFO    HandlerThread:2750056 [system_monitor.py:probe():214] Collecting system info
2024-05-13 20:51:04,759 INFO    SystemMonitor:2750056 [interfaces.py:start():188] Started cpu monitoring
2024-05-13 20:51:04,760 INFO    SystemMonitor:2750056 [interfaces.py:start():188] Started disk monitoring
2024-05-13 20:51:04,760 INFO    SystemMonitor:2750056 [interfaces.py:start():188] Started gpu monitoring
2024-05-13 20:51:04,762 INFO    SystemMonitor:2750056 [interfaces.py:start():188] Started memory monitoring
2024-05-13 20:51:04,763 INFO    SystemMonitor:2750056 [interfaces.py:start():188] Started network monitoring
2024-05-13 20:51:04,773 DEBUG   HandlerThread:2750056 [system_info.py:probe():150] Probing system
2024-05-13 20:51:04,781 DEBUG   HandlerThread:2750056 [system_info.py:_probe_git():135] Probing git
2024-05-13 20:51:04,815 DEBUG   HandlerThread:2750056 [system_info.py:_probe_git():143] Probing git done
2024-05-13 20:51:04,815 DEBUG   HandlerThread:2750056 [system_info.py:probe():198] Probing system done
