2024-05-13 20:51:04,219 INFO    StreamThr :2750057 [internal.py:wandb_internal():88] W&B internal server running at pid: 2750057, started at: 2024-05-13 20:51:04.217414
2024-05-13 20:51:04,221 DEBUG   HandlerThread:2750057 [handler.py:handle_request():158] handle_request: status
2024-05-13 20:51:04,253 INFO    WriterThread:2750057 [datastore.py:open_for_write():87] open: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-v6dgt743/run-v6dgt743.wandb
2024-05-13 20:51:04,256 DEBUG   SenderThread:2750057 [sender.py:send():378] send: header
2024-05-13 20:51:04,286 DEBUG   SenderThread:2750057 [sender.py:send():378] send: run
2024-05-13 20:51:04,573 INFO    SenderThread:2750057 [dir_watcher.py:__init__():211] watching files in: /fs/cml-projects/MARL/MARL_Coalitions_Curriculum/epymarl/wandb/run-20240513_205104-v6dgt743/files
2024-05-13 20:51:04,573 INFO    SenderThread:2750057 [sender.py:_start_run_threads():1126] run started: v6dgt743 with start time 1715647864.221408
2024-05-13 20:51:04,601 DEBUG   HandlerThread:2750057 [handler.py:handle_request():158] handle_request: check_version
2024-05-13 20:51:04,601 DEBUG   SenderThread:2750057 [sender.py:send_request():405] send_request: check_version
2024-05-13 20:51:04,702 DEBUG   HandlerThread:2750057 [handler.py:handle_request():158] handle_request: run_start
2024-05-13 20:51:04,737 DEBUG   HandlerThread:2750057 [system_info.py:__init__():26] System info init
2024-05-13 20:51:04,737 DEBUG   HandlerThread:2750057 [system_info.py:__init__():41] System info init done
2024-05-13 20:51:04,737 INFO    HandlerThread:2750057 [system_monitor.py:start():194] Starting system monitor
2024-05-13 20:51:04,737 INFO    SystemMonitor:2750057 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-13 20:51:04,737 INFO    HandlerThread:2750057 [system_monitor.py:probe():214] Collecting system info
2024-05-13 20:51:04,738 INFO    SystemMonitor:2750057 [interfaces.py:start():188] Started cpu monitoring
2024-05-13 20:51:04,739 INFO    SystemMonitor:2750057 [interfaces.py:start():188] Started disk monitoring
2024-05-13 20:51:04,740 INFO    SystemMonitor:2750057 [interfaces.py:start():188] Started gpu monitoring
2024-05-13 20:51:04,741 INFO    SystemMonitor:2750057 [interfaces.py:start():188] Started memory monitoring
2024-05-13 20:51:04,743 INFO    SystemMonitor:2750057 [interfaces.py:start():188] Started network monitoring
2024-05-13 20:51:04,764 DEBUG   HandlerThread:2750057 [system_info.py:probe():150] Probing system
2024-05-13 20:51:04,772 DEBUG   HandlerThread:2750057 [system_info.py:_probe_git():135] Probing git
2024-05-13 20:51:04,807 DEBUG   HandlerThread:2750057 [system_info.py:_probe_git():143] Probing git done
2024-05-13 20:51:04,808 DEBUG   HandlerThread:2750057 [system_info.py:probe():198] Probing system done
